iter	RMSE
460	28454.57331
461	28447.36472
462	28443.23748
463	28436.29064
464	28426.19004
465	28417.41808
466	28404.58195
467	28395.69948
468	28378.70943
469	28375.24363
470	28365.74663
471	28358.94843
472	28351.23511
473	28345.84786
474	28338.46361
475	28330.34637
476	28322.40259
477	28309.86922
478	28295.72373
479	28286.21941
480	28278.80538
481	28264.82986
482	28262.66093
483	28251.31796
484	28242.16197
485	28232.4373
486	28224.61159
487	28217.02979
488	28210.46987
489	28205.48782
490	28197.12359
491	28188.08656
492	28178.56767
493	28160.42504
494	28157.62574
495	28145.9933
496	28130.4799
497	28122.46622
498	28106.15214
499	28096.24227
500	28090.04857
501	28083.31243
502	28078.64635
503	28072.96852
504	28064.34895
505	28057.70551
506	28047.91337
507	28039.67201
508	28030.89765
509	28023.9181
510	28012.04747
511	28003.51408
512	27999.23126
513	27990.64097
514	27981.10945
515	27974.59639
516	27969.33086
517	27954.32879
518	27948.76229
519	27942.85449
520	27934.27724
521	27925.92088
522	27915.62351
523	27907.48952
524	27901.62457
525	27890.98904
526	27880.57858
527	27877.88827
528	27865.2052
529	27859.43607
530	27850.78265
531	27841.73012
532	27831.53431
533	27827.24281
534	27818.65984
535	27805.62011
536	27795.04444
537	27788.02276
538	27779.2476
539	27775.58249
540	27772.01849
541	27764.96244
542	27755.53916
543	27747.72679
544	27742.6177
545	27737.21741
546	27732.73294
547	27723.7856
548	27716.1999
549	27709.0397
550	27703.09914
551	27698.94056
552	27691.964
553	27685.49762
554	27678.17608
555	27670.10877
556	27662.17779
557	27654.69956
558	27652.79427
559	27646.51308
560	27634.24165
561	27628.36356
562	27620.13393
563	27617.38204
564	27607.72458
565	27599.7368
566	27591.34793
567	27583.16652
568	27575.49101
569	27571.9457
570	27566.97717
571	27561.12903
572	27555.52213
573	27549.82097
574	27539.97235
575	27532.14716
576	27526.54688
577	27522.89631
578	27516.09745
579	27514.44886
580	27499.04444
581	27493.19809
582	27488.85154
583	27479.47777
584	27474.09471
585	27463.90132
586	27456.08689
587	27450.34868
588	27440.11628
589	27428.1613
590	27421.56514
591	27418.27732
592	27410.93327
593	27403.52702
594	27389.67788
595	27372.40888
596	27365.72333
597	27359.92371
598	27354.27087
599	27350.41183
600	27345.8748
601	27340.23107
602	27329.6406
603	27324.58467
604	27315.40114
605	27308.75041
606	27299.5515
607	27294.26748
608	27288.41905
609	27282.33629
610	27277.70872
611	27270.9883
612	27266.06142
613	27262.2613
614	27256.4318
615	27247.27016
616	27241.96529
617	27228.10232
618	27219.33199
619	27214.25415
620	27211.67749
621	27206.38896
622	27195.99201
623	27189.85834
624	27184.47708
625	27180.53803
626	27172.15064
627	27164.78641
628	27157.61437
629	27149.08711
630	27144.37953
631	27128.63861
632	27124.38019
633	27117.11098
634	27115.35699
635	27102.03019
636	27097.85844
637	27093.45151
638	27085.89531
639	27081.95133
640	27074.74187
641	27065.05363
642	27059.8451
643	27051.3029
644	27042.32145
645	27034.61331
646	27022.04547
647	27017.98025
648	27013.5962
649	27006.09768
650	26996.47893
651	26991.32397
652	26985.19149
653	26981.81994
654	26968.71664
655	26961.25823
656	26952.59651
657	26948.66792
658	26944.12173
659	26937.39363
660	26929.54835
661	26926.32953
662	26919.44292
663	26905.72595
664	26889.85131
665	26885.29183
666	26878.83773
667	26874.63347
668	26870.592
669	26863.48389
670	26857.46718
671	26850.03547
672	26846.22009
673	26842.18529
674	26836.96615
675	26830.02371
676	26827.54846
677	26822.54494
678	26815.40327
679	26808.66119
680	26799.67132
681	26795.25255
682	26789.57887
683	26781.01074
684	26773.61406
685	26766.15616
686	26760.48442
687	26754.22925
688	26749.3619
689	26739.3666
690	26731.36695
691	26725.84107
692	26714.59717
693	26707.50889
694	26700.41524
695	26696.31343
696	26691.82962
697	26689.31793
698	26680.55581
699	26676.50894
700	26670.46737
701	26665.41386
702	26662.06532
703	26655.71413
704	26646.34118
705	26639.87011
706	26630.12117
707	26625.2551
708	26621.53541
709	26612.75062
710	26606.6479
711	26596.54104
712	26594.43679
713	26589.29958
714	26586.45278
715	26577.70996
716	26574.85019
717	26571.35379
718	26566.10904
719	26558.60605
720	26548.30346
721	26542.31199
722	26535.47228
723	26530.65477
724	26526.34821
725	26520.67666
726	26513.68862
727	26506.95855
728	26497.25803
729	26492.31513
730	26486.43939
731	26477.53882
732	26471.76285
733	26466.72626
734	26464.77338
735	26459.77142
736	26456.28445
737	26446.89296
738	26440.88399
739	26435.87687
740	26431.84164
741	26428.07643
742	26419.94509
743	26410.1526
744	26398.04124
745	26390.71335
746	26384.86473
747	26372.62909
748	26368.8868
749	26365.11045
750	26359.49556
751	26351.69472
752	26347.59435
753	26338.68955
754	26334.12743
755	26326.6374
756	26320.66699
757	26315.10297
758	26314.19124
759	26308.15526
760	26303.52409
761	26299.57552
762	26294.61153
763	26284.89057
764	26279.19718
765	26275.78532
766	26274.54341
767	26267.47973
768	26261.69202
769	26255.39501
770	26251.01574
771	26239.84349
772	26233.67096
773	26227.60748
774	26216.52418
775	26207.32821
776	26205.13643
777	26200.6553
778	26196.2565
779	26191.14477
780	26187.32125
781	26181.6674
782	26172.14227
783	26161.51231
784	26153.48238
785	26150.81497
786	26144.6625
787	26134.2483
788	26128.31212
789	26122.39197
790	26117.96467
791	26108.56655
792	26102.62301
793	26095.76981
794	26094.75021
795	26091.73407
796	26085.25084
797	26080.43542
798	26073.70725
799	26068.43363
800	26061.08793
801	26055.49733
802	26049.88983
803	26042.37325
804	26038.39437
805	26031.23663
806	26025.25095
807	26010.05549
808	26004.10594
809	26001.02278
810	25997.25415
811	25993.64229
812	25987.00894
813	25978.99475
814	25972.45834
815	25969.16079
816	25964.01959
817	25954.93884
818	25950.01441
819	25945.88968
820	25939.11678
821	25935.1324
822	25930.21874
823	25922.19179
824	25915.00815
825	25906.8006
826	25902.5035
827	25896.87331
828	25891.95235
829	25887.64817
830	25886.73472
831	25881.31805
832	25874.98653
833	25863.47769
834	25857.85511
835	25849.75774
836	25844.80325
837	25836.41495
838	25827.84965
839	25817.14856
840	25812.6233
841	25797.90261
842	25789.41199
843	25780.8775
844	25773.19292
845	25768.14332
846	25762.51404
847	25754.83243
848	25750.71512
849	25743.4459
850	25737.71239
851	25732.63968
852	25725.75283
853	25723.29919
854	25717.19987
855	25712.06978
856	25703.13203
857	25696.81254
858	25689.34284
859	25685.67169
860	25673.79513
861	25668.00727
862	25660.3236
863	25657.56769
864	25652.24736
865	25643.7888
866	25636.32372
867	25626.20088
868	25621.23378
869	25619.62608
870	25613.38323
871	25609.17928
872	25605.32619
873	25598.84319
874	25592.92089
875	25588.90292
876	25584.07391
877	25580.4462
878	25579.36092
879	25575.36129
880	25571.01415
881	25552.3427
882	25547.28686
883	25540.01602
884	25536.91128
885	25533.20348
886	25529.9091
887	25526.45786
888	25522.95623
889	25514.53809
890	25506.74193
891	25500.81582
892	25496.33007
893	25489.83395
894	25475.48002
895	25469.15919
896	25464.81497
897	25457.39438
898	25450.82975
899	25445.61272
900	25435.8187
901	25432.04894
902	25423.52642
903	25418.04819
904	25414.80564
905	25413.74367
906	25408.66726
907	25401.60835
908	25397.50685
909	25391.42989
910	25386.93214
911	25379.8648
912	25374.25203
913	25368.68519
914	25364.46822
915	25359.5769
916	25351.46334
917	25347.21082
918	25343.35601
919	25340.17314
920	25335.49369
921	25328.95494
922	25323.48051
923	25318.38881
924	25314.92766
925	25311.45646
926	25304.89081
927	25300.30765
928	25297.75925
929	25293.51693
930	25284.85711
931	25279.96138
932	25273.95686
933	25269.03597
934	25263.8141
935	25260.08773
936	25250.04217
937	25245.99473
938	25242.80651
939	25237.19151
940	25230.24021
941	25222.85871
942	25216.18911
943	25210.93581
944	25206.65471
945	25205.52775
946	25196.15611
947	25188.09807
948	25186.57266
949	25180.7293
950	25175.49182
951	25171.53343
952	25168.32971
953	25161.79378
954	25150.25305
955	25145.5097
956	25141.06483
957	25139.35333
958	25132.02542
959	25129.41532
960	25124.95903
961	25121.39254
962	25115.82916
963	25106.88505
964	25101.92352
965	25097.22104
966	25090.14468
967	25085.16685
968	25081.8586
969	25073.06845
970	25066.10089
971	25063.6339
972	25060.54709
973	25056.07091
974	25049.17645
975	25044.59123
976	25038.36315
977	25034.00247
978	25028.53998
979	25021.51795
980	25013.49929
981	25010.49633
982	25003.15814
983	24998.01405
984	24991.47249
985	24986.27713
986	24977.44718
987	24973.93677
988	24969.08996
989	24968.11887
990	24967.16857
991	24964.33667
992	24951.73442
993	24945.77964
994	24941.46267
995	24937.66736
996	24934.90997
997	24928.47414
998	24923.83346
999	24918.0465
