iter	Passed	Remaining
207	862	3282
208	866	3279
209	870	3274
210	874	3268
211	878	3265
212	882	3260
213	885	3252
214	889	3248
215	894	3246
216	898	3240
217	900	3230
218	902	3220
219	906	3214
220	909	3206
221	913	3203
222	917	3197
223	922	3194
224	925	3187
225	928	3181
226	931	3172
227	934	3164
228	937	3155
229	941	3150
230	945	3146
231	947	3136
232	953	3138
233	955	3129
234	959	3123
235	963	3117
236	965	3108
237	969	3103
238	972	3094
239	974	3087
240	976	3076
241	978	3065
242	982	3062
243	985	3054
244	991	3055
245	995	3051
246	998	3045
247	1001	3038
248	1007	3037
249	1009	3029
250	1012	3021
251	1016	3018
252	1019	3009
253	1022	3002
254	1025	2994
255	1027	2987
256	1031	2982
257	1034	2975
258	1038	2970
259	1041	2963
260	1044	2957
261	1050	2958
262	1053	2953
263	1056	2944
264	1058	2935
265	1061	2929
266	1064	2922
267	1067	2915
268	1069	2905
269	1071	2897
270	1073	2888
271	1077	2882
272	1080	2876
273	1082	2867
274	1084	2859
275	1087	2851
276	1089	2842
277	1092	2837
278	1095	2830
279	1097	2821
280	1100	2816
281	1103	2810
282	1106	2803
283	1110	2799
284	1112	2791
285	1115	2785
286	1118	2779
287	1120	2770
288	1123	2765
289	1125	2756
290	1128	2749
291	1132	2745
292	1135	2740
293	1139	2735
294	1141	2728
295	1144	2722
296	1147	2717
297	1151	2712
298	1154	2706
299	1159	2705
300	1163	2701
301	1166	2695
302	1169	2690
303	1172	2684
304	1175	2678
305	1177	2670
306	1180	2665
307	1182	2657
308	1187	2655
309	1190	2649
310	1193	2644
311	1196	2638
312	1199	2631
313	1202	2626
314	1205	2622
315	1208	2616
316	1211	2611
317	1213	2603
318	1215	2595
319	1217	2587
320	1220	2581
321	1222	2574
322	1225	2569
323	1228	2563
324	1231	2558
325	1234	2553
326	1237	2546
327	1240	2540
328	1243	2535
329	1245	2529
330	1247	2522
331	1250	2515
332	1252	2509
333	1255	2503
334	1257	2497
335	1260	2491
336	1263	2484
337	1266	2480
338	1268	2473
339	1271	2467
340	1274	2463
341	1277	2457
342	1279	2450
343	1281	2443
344	1285	2440
345	1288	2434
346	1291	2429
347	1294	2425
348	1297	2419
349	1300	2414
350	1303	2410
351	1306	2404
352	1308	2397
353	1311	2392
354	1315	2389
355	1318	2384
356	1321	2380
357	1324	2375
358	1327	2370
359	1329	2364
360	1333	2360
361	1337	2356
362	1341	2353
363	1344	2349
364	1347	2344
365	1350	2339
366	1353	2334
367	1356	2330
368	1359	2325
369	1363	2321
370	1366	2317
371	1370	2312
372	1373	2308
373	1377	2304
374	1380	2300
375	1384	2298
376	1387	2292
377	1390	2288
378	1393	2282
379	1395	2277
380	1399	2273
381	1402	2268
382	1405	2264
383	1408	2259
384	1413	2258
385	1418	2255
386	1420	2250
387	1422	2243
388	1425	2239
389	1428	2234
390	1431	2230
391	1435	2226
392	1438	2221
393	1441	2216
394	1446	2214
395	1449	2210
396	1452	2206
397	1455	2201
398	1458	2196
399	1461	2192
400	1465	2188
401	1467	2183
402	1470	2178
403	1474	2175
404	1479	2173
405	1482	2168
406	1486	2165
407	1489	2161
408	1491	2155
409	1494	2150
410	1497	2146
411	1501	2143
412	1507	2142
413	1510	2138
414	1514	2135
415	1518	2131
416	1521	2126
417	1524	2122
418	1528	2120
419	1532	2116
420	1536	2113
421	1541	2111
422	1547	2110
423	1552	2108
424	1555	2104
425	1558	2100
426	1562	2096
427	1567	2094
428	1572	2092
429	1577	2090
430	1580	2087
431	1585	2084
432	1588	2079
433	1592	2076
434	1597	2075
435	1602	2072
436	1605	2068
437	1608	2064
438	1612	2060
439	1615	2055
440	1618	2051
441	1622	2048
442	1626	2044
443	1633	2045
444	1636	2041
445	1640	2038
446	1645	2036
447	1648	2031
448	1652	2027
449	1658	2026
450	1663	2024
451	1667	2021
452	1670	2016
453	1674	2013
454	1677	2009
455	1681	2005
456	1684	2001
457	1689	1998
458	1692	1994
459	1694	1989
460	1700	1988
461	1705	1985
462	1710	1983
463	1714	1980
464	1718	1977
465	1721	1973
466	1725	1968
467	1728	1964
468	1730	1959
469	1733	1955
470	1737	1951
471	1742	1948
472	1744	1943
473	1748	1940
474	1751	1935
475	1753	1930
476	1757	1926
477	1759	1921
478	1763	1918
479	1765	1912
480	1768	1908
481	1770	1902
482	1775	1900
483	1778	1896
484	1781	1891
485	1784	1887
486	1788	1883
487	1791	1879
488	1795	1876
489	1800	1873
490	1804	1870
491	1809	1867
492	1813	1865
493	1816	1860
494	1818	1855
495	1821	1850
496	1823	1845
497	1825	1840
498	1827	1835
499	1830	1830
500	1834	1826
501	1836	1821
502	1838	1816
503	1842	1812
504	1844	1808
505	1849	1805
506	1852	1801
507	1854	1796
508	1857	1791
509	1861	1788
510	1865	1785
511	1868	1781
512	1873	1778
513	1875	1773
514	1879	1769
515	1883	1766
516	1885	1761
517	1889	1757
518	1891	1752
519	1894	1749
520	1897	1744
521	1900	1740
522	1904	1737
523	1907	1732
524	1911	1729
525	1914	1725
526	1918	1721
527	1921	1718
528	1925	1714
529	1930	1711
530	1934	1708
531	1936	1703
532	1941	1700
533	1944	1697
534	1947	1692
535	1950	1688
536	1952	1683
537	1955	1679
538	1958	1674
539	1961	1671
540	1965	1667
541	1969	1664
542	1972	1660
543	1976	1656
544	1978	1651
545	1980	1646
546	1983	1642
547	1986	1638
548	1990	1635
549	1993	1630
550	1995	1625
551	1998	1621
552	2000	1617
553	2004	1613
554	2009	1610
555	2012	1606
556	2015	1602
557	2017	1598
558	2020	1594
559	2025	1591
560	2027	1586
561	2030	1582
562	2033	1578
563	2036	1574
564	2039	1570
565	2043	1566
566	2046	1562
567	2048	1558
568	2052	1554
569	2056	1551
570	2060	1548
571	2063	1544
572	2066	1539
573	2070	1536
574	2076	1534
575	2080	1531
576	2082	1527
577	2085	1522
578	2088	1518
579	2091	1514
580	2094	1510
581	2097	1506
582	2100	1502
583	2103	1498
584	2109	1496
585	2113	1492
586	2117	1489
587	2121	1486
588	2124	1482
589	2128	1479
590	2131	1475
591	2137	1472
592	2139	1468
593	2141	1464
594	2146	1461
595	2149	1457
596	2152	1453
597	2155	1448
598	2158	1445
599	2162	1441
600	2166	1438
601	2169	1434
602	2172	1430
603	2175	1426
604	2179	1422
605	2182	1418
606	2185	1414
607	2188	1410
608	2191	1407
609	2194	1403
610	2198	1399
611	2201	1395
612	2204	1391
613	2209	1389
614	2212	1385
615	2215	1380
616	2218	1376
617	2221	1372
618	2225	1369
619	2228	1365
620	2231	1361
621	2234	1357
622	2237	1354
623	2240	1349
624	2243	1346
625	2246	1342
626	2250	1339
627	2256	1336
628	2260	1333
629	2263	1329
630	2266	1325
631	2269	1321
632	2273	1318
633	2276	1314
634	2278	1309
635	2283	1306
636	2286	1303
637	2290	1299
638	2294	1296
639	2297	1292
640	2302	1289
641	2307	1286
642	2311	1283
643	2314	1279
644	2319	1276
645	2323	1273
646	2327	1269
647	2330	1265
648	2335	1263
649	2339	1259
650	2344	1256
651	2348	1253
652	2354	1250
653	2359	1248
654	2364	1245
655	2368	1241
656	2371	1238
657	2376	1235
658	2380	1231
659	2383	1227
660	2388	1224
661	2390	1220
662	2395	1217
663	2400	1214
664	2404	1211
665	2409	1208
666	2414	1205
667	2419	1202
668	2424	1199
669	2427	1195
670	2430	1191
671	2435	1188
672	2437	1184
673	2441	1180
674	2445	1177
675	2448	1173
676	2453	1170
677	2456	1166
678	2462	1164
679	2468	1161
680	2473	1158
681	2478	1155
682	2483	1152
683	2488	1149
684	2493	1146
685	2497	1143
686	2501	1139
687	2504	1135
688	2508	1132
689	2511	1128
690	2515	1124
691	2518	1121
692	2521	1117
693	2524	1113
694	2526	1108
695	2528	1104
696	2532	1100
697	2535	1097
698	2540	1094
699	2547	1091
700	2551	1088
701	2555	1084
702	2559	1081
703	2565	1078
704	2568	1074
705	2572	1071
706	2574	1067
707	2577	1063
708	2583	1060
709	2585	1056
710	2589	1052
711	2594	1049
712	2598	1045
713	2602	1042
714	2606	1038
715	2610	1035
716	2613	1031
717	2617	1028
718	2620	1024
719	2624	1020
720	2630	1017
721	2632	1013
722	2635	1009
723	2639	1006
724	2643	1002
725	2648	999
726	2651	995
727	2657	992
728	2660	989
729	2664	985
730	2665	981
731	2667	976
732	2671	973
733	2673	968
734	2675	964
735	2678	960
736	2682	957
737	2685	953
738	2690	950
739	2694	946
740	2699	943
741	2702	939
742	2705	935
743	2708	932
744	2711	927
745	2713	924
746	2716	920
747	2719	916
748	2721	912
749	2724	908
750	2728	904
751	2731	900
752	2734	896
753	2736	892
754	2741	889
755	2743	885
756	2747	881
757	2749	877
758	2752	874
759	2754	869
760	2757	865
761	2762	862
762	2765	859
763	2769	855
764	2772	851
765	2775	847
766	2778	843
767	2780	839
768	2782	835
769	2785	832
770	2790	828
771	2793	825
772	2796	821
773	2800	817
774	2804	814
775	2807	810
776	2811	807
777	2818	804
778	2821	800
779	2824	796
780	2828	793
781	2833	789
782	2835	785
783	2837	781
784	2840	777
785	2843	774
786	2846	770
787	2849	766
788	2853	763
789	2857	759
790	2860	755
791	2862	751
792	2866	748
793	2869	744
794	2872	740
795	2875	736
796	2879	733
797	2883	729
798	2886	726
799	2888	722
800	2891	718
801	2897	715
802	2902	712
803	2906	708
804	2910	705
805	2913	701
806	2915	697
807	2920	694
808	2923	690
809	2927	686
810	2929	682
811	2931	678
812	2934	675
813	2938	671
814	2943	668
815	2945	664
816	2949	660
817	2952	656
818	2955	653
819	2960	649
820	2966	646
821	2969	643
822	2972	639
823	2976	635
824	2979	632
825	2981	628
826	2986	624
827	2990	621
828	2993	617
829	2996	613
830	3000	610
831	3002	606
832	3005	602
833	3009	599
834	3012	595
835	3015	591
836	3019	588
837	3023	584
838	3025	580
839	3029	577
840	3032	573
841	3036	569
842	3040	566
843	3043	562
844	3046	558
845	3048	554
846	3052	551
847	3056	547
848	3060	544
849	3063	540
850	3067	537
851	3070	533
852	3073	529
853	3076	526
854	3080	522
855	3084	518
856	3087	515
857	3090	511
858	3095	508
859	3097	504
860	3100	500
861	3103	496
862	3107	493
863	3111	489
864	3115	486
865	3119	482
866	3123	479
867	3125	475
868	3127	471
869	3130	467
870	3133	464
871	3135	460
872	3140	456
873	3142	453
874	3145	449
875	3148	445
876	3152	442
877	3156	438
878	3159	434
879	3164	431
880	3167	427
881	3170	424
882	3174	420
883	3176	416
884	3180	413
885	3185	409
886	3189	406
887	3192	402
888	3197	399
889	3200	395
890	3203	391
891	3206	388
892	3213	385
893	3217	381
894	3222	378
895	3225	374
896	3231	371
897	3235	367
898	3240	364
899	3243	360
900	3247	356
901	3251	353
902	3255	349
903	3258	346
904	3261	342
905	3264	338
906	3269	335
907	3272	331
908	3277	328
909	3281	324
910	3284	320
911	3287	317
912	3292	313
913	3295	310
914	3298	306
915	3302	302
916	3306	299
917	3310	295
918	3314	292
919	3319	288
920	3322	284
921	3325	281
922	3328	277
923	3333	274
924	3337	270
925	3339	266
926	3342	263
927	3347	259
928	3352	256
929	3356	252
930	3359	249
931	3363	245
932	3366	241
933	3370	238
934	3372	234
935	3376	230
936	3378	227
937	3382	223
938	3386	220
939	3391	216
940	3394	212
941	3398	209
942	3401	205
943	3405	202
944	3408	198
945	3411	194
946	3416	191
947	3421	187
948	3426	184
949	3431	180
950	3436	177
951	3439	173
952	3442	169
953	3447	166
954	3450	162
955	3454	158
956	3459	155
957	3466	151
958	3470	148
959	3477	144
960	3480	141
961	3484	137
962	3488	134
963	3494	130
964	3496	126
965	3499	123
966	3503	119
967	3506	115
968	3509	112
969	3512	108
970	3515	105
971	3519	101
972	3522	97
973	3527	94
974	3530	90
975	3533	86
976	3536	83
977	3539	79
978	3541	75
979	3546	72
980	3551	68
981	3555	65
982	3558	61
983	3561	57
984	3565	54
985	3569	50
986	3571	47
987	3574	43
988	3576	39
989	3579	36
990	3582	32
991	3585	28
992	3590	25
993	3592	21
994	3596	18
995	3601	14
996	3604	10
997	3608	7
998	3611	3
999	3614	0
