iter	RMSE
155	20324.39527
156	20206.58604
157	20072.21243
158	19952.61589
159	19831.60248
160	19742.4341
161	19634.93491
162	19526.17455
163	19382.33037
164	19237.10532
165	19068.61017
166	18882.97132
167	18770.66146
168	18619.5544
169	18546.98922
170	18450.68378
171	18389.70484
172	18301.62582
173	18201.54934
174	18094.94812
175	18015.0878
176	17888.98435
177	17751.01895
178	17675.47176
179	17594.08142
180	17479.98743
181	17373.58687
182	17285.29575
183	17174.65826
184	17086.56201
185	17009.52876
186	16932.06568
187	16787.67033
188	16705.82381
189	16619.06055
190	16534.50977
191	16440.38876
192	16361.64975
193	16230.97719
194	16147.06982
195	16047.26544
196	15942.56745
197	15833.42992
198	15773.72293
199	15690.71338
200	15572.56128
201	15463.53021
202	15376.9824
203	15279.51612
204	15215.2777
205	15163.10973
206	15094.30411
207	15023.46004
208	14898.6147
209	14814.08858
210	14719.74828
211	14617.27377
212	14523.34567
213	14459.96649
214	14379.23573
215	14260.09959
216	14192.14414
217	14119.47406
218	14071.60831
219	13987.29838
220	13857.22226
221	13743.21428
222	13684.38692
223	13576.68637
224	13519.53186
225	13447.87797
226	13363.96293
227	13323.2422
228	13266.74849
229	13193.0189
230	13110.19164
231	13083.10267
232	13003.35851
233	12958.65764
234	12888.52064
235	12780.92457
236	12737.97748
237	12683.49435
238	12647.81485
239	12578.91404
240	12558.17657
241	12521.66915
242	12470.26278
243	12410.66775
244	12326.88878
245	12241.36674
246	12177.87677
247	12115.27587
248	12050.55176
249	12018.56148
250	11957.18341
251	11918.66383
252	11875.10097
253	11799.81492
254	11767.03294
255	11713.96621
256	11678.44674
257	11614.85745
258	11588.00569
259	11557.09054
260	11501.41699
261	11442.42721
262	11382.43232
263	11339.85258
264	11308.02922
265	11252.1161
266	11215.51674
267	11165.20283
268	11139.53714
269	11125.7656
270	11083.38832
271	11040.0059
272	11005.69108
273	10967.62884
274	10927.02236
275	10906.33882
276	10870.35085
277	10833.09004
278	10803.85509
279	10768.81286
280	10717.4986
281	10681.87981
282	10642.41749
283	10599.98263
284	10578.17743
285	10534.07118
286	10495.11439
287	10472.73624
288	10431.30985
289	10400.71629
290	10373.45354
291	10328.76759
292	10279.10512
293	10236.13208
294	10222.68897
295	10180.67092
296	10118.87663
297	10086.9124
298	10063.84549
299	10016.67104
300	9984.641425
301	9941.08355
302	9897.083017
303	9864.769176
304	9840.391434
305	9812.1476
306	9760.108852
307	9743.13465
308	9704.114571
309	9686.148709
310	9656.692174
311	9644.823998
312	9632.829159
313	9615.301993
314	9579.70632
315	9537.915316
316	9500.536462
317	9486.21881
318	9476.605927
319	9459.548282
320	9426.426472
321	9395.919631
322	9372.644199
323	9340.983832
324	9272.353182
325	9212.759799
326	9195.758359
327	9172.677043
328	9138.501492
329	9106.732345
330	9084.871643
331	9055.375828
332	9027.450996
333	8995.022906
334	8976.364055
335	8941.207283
336	8912.63723
337	8883.962633
338	8859.291475
339	8839.173087
340	8810.38831
341	8787.515066
342	8772.249336
343	8760.934144
344	8739.809728
345	8716.698405
346	8686.14578
347	8662.064812
348	8640.29309
349	8625.18841
350	8591.846874
351	8577.343712
352	8565.644199
353	8550.922134
354	8530.486603
355	8493.895127
356	8464.601656
357	8445.029299
358	8418.039553
359	8396.733457
360	8375.594287
361	8353.32698
362	8317.925423
363	8278.02884
364	8253.944084
365	8229.026182
366	8192.689051
367	8168.653711
368	8153.520613
369	8118.089471
370	8093.780863
371	8081.969756
372	8060.84469
373	8032.56596
374	8004.272343
375	7976.846145
376	7957.066164
377	7945.406485
378	7920.925219
379	7900.757218
380	7875.597362
381	7858.502406
382	7836.31277
383	7819.793912
384	7778.197152
385	7755.112328
386	7743.439797
387	7721.936982
388	7709.410143
389	7696.638604
390	7675.809637
391	7655.63574
392	7644.221477
393	7621.015604
394	7604.267644
395	7583.36618
396	7564.600864
397	7540.567657
398	7523.079713
399	7509.00431
400	7498.502496
401	7487.895447
402	7479.790864
403	7444.747322
404	7392.322425
405	7381.399823
406	7365.98661
407	7343.581275
408	7332.719574
409	7319.588705
410	7308.984186
411	7282.920099
412	7269.071115
413	7238.417417
414	7212.692193
415	7191.954234
416	7172.763677
417	7160.302463
418	7138.185845
419	7103.294723
420	7063.492565
421	7042.076805
422	7007.303296
423	6995.731652
424	6976.599343
425	6953.092763
426	6924.538982
427	6894.231398
428	6871.245669
429	6840.047186
430	6821.759778
431	6796.122958
432	6778.123633
433	6762.227107
434	6741.371729
435	6719.008578
436	6701.102772
437	6678.05388
438	6665.004291
439	6653.803367
440	6623.759232
441	6604.53964
442	6588.248873
443	6547.956239
444	6535.749499
445	6519.066146
446	6480.498701
447	6463.847944
448	6447.67949
449	6409.013294
450	6395.848526
451	6375.323931
452	6364.801251
453	6346.545453
454	6330.776707
455	6317.939077
456	6304.427716
457	6290.529748
458	6276.397308
459	6263.1224
460	6224.161037
461	6208.922726
462	6190.759448
463	6175.417205
464	6162.054779
465	6147.702418
466	6139.843006
467	6124.386412
468	6118.032116
469	6110.931947
470	6095.148969
471	6080.960466
472	6076.050516
473	6061.268716
474	6051.465885
475	6044.367445
476	6028.473729
477	6017.705309
478	6001.541166
479	5995.582047
480	5978.326449
481	5970.649335
482	5934.306855
483	5929.16272
484	5912.965084
485	5903.827802
486	5891.077674
487	5885.485323
488	5868.648309
489	5840.301308
490	5822.073312
491	5803.169863
492	5790.729742
493	5782.901845
494	5776.394877
495	5764.183713
496	5757.971616
497	5751.08343
498	5746.121905
499	5734.282746
500	5720.311214
501	5715.758947
502	5708.088417
503	5703.504044
504	5696.145488
505	5673.374852
506	5662.564492
507	5655.867656
508	5650.861115
509	5627.176627
510	5614.322071
511	5605.605501
512	5582.790357
513	5578.613274
514	5572.755295
515	5548.316841
516	5542.098308
517	5531.232969
518	5524.436528
519	5508.979948
520	5503.925867
521	5499.627277
522	5477.271252
523	5464.402215
524	5456.131955
525	5449.840019
526	5442.563285
527	5425.655685
528	5409.246444
529	5387.307995
530	5374.078069
531	5368.216833
532	5342.37883
533	5335.477387
534	5330.800386
535	5327.368046
536	5321.125961
537	5311.80606
538	5296.204121
539	5279.782905
540	5257.49828
541	5244.650598
542	5239.81528
543	5233.417097
544	5227.850683
545	5215.497607
546	5203.927463
547	5194.640683
548	5188.704723
549	5183.834676
550	5180.071093
551	5169.308052
552	5162.196965
553	5148.713241
554	5137.262676
555	5134.57441
556	5127.995336
557	5123.158708
558	5117.845991
559	5104.242062
560	5090.112503
561	5077.49407
562	5061.555761
563	5058.116214
564	5045.075595
565	5035.550996
566	5025.227737
567	5020.631601
568	5017.716054
569	5010.154485
570	4999.761284
571	4994.809549
572	4989.519834
573	4978.556394
574	4961.568313
575	4952.276028
576	4948.679033
577	4943.040558
578	4935.490924
579	4925.632291
580	4914.105467
581	4900.445046
582	4892.719681
583	4884.020078
584	4874.301187
585	4868.635519
586	4860.51588
587	4857.4609
588	4846.009598
589	4837.228601
590	4826.783408
591	4813.664492
592	4811.362379
593	4806.129731
594	4797.409997
595	4790.270955
596	4783.243219
597	4780.619421
598	4772.868021
599	4770.923487
600	4764.608064
601	4753.219149
602	4747.414491
603	4735.292466
604	4724.500326
605	4720.501213
606	4717.216719
607	4715.484606
608	4708.148943
609	4700.295113
610	4692.025285
611	4680.157573
612	4676.072645
613	4660.644855
614	4655.745539
615	4652.140247
616	4644.86351
617	4638.220942
618	4624.13532
619	4618.245893
620	4612.457011
621	4605.691809
622	4600.91654
623	4596.383058
624	4590.80126
625	4582.750793
626	4570.284724
627	4562.58608
628	4552.222664
629	4544.524692
630	4533.555372
631	4526.360198
632	4507.961521
633	4503.633027
634	4497.357646
635	4483.240456
636	4470.394454
637	4467.251077
638	4451.113126
639	4441.984823
640	4433.242091
641	4421.09623
642	4418.139432
643	4410.877169
644	4395.462228
645	4389.839453
646	4385.053709
647	4382.909906
648	4367.721628
649	4359.342155
650	4354.144349
651	4352.032366
652	4339.418464
653	4329.719255
654	4319.494108
655	4317.095223
656	4309.370415
657	4299.276189
658	4290.75467
659	4284.183009
660	4279.853523
661	4277.626974
662	4263.2384
663	4244.847716
664	4237.443337
665	4230.339203
666	4212.637294
667	4204.189918
668	4190.169315
669	4181.500948
670	4177.685042
671	4169.96394
672	4168.050516
673	4160.743589
674	4153.266071
675	4147.670896
676	4141.162145
677	4137.932701
678	4131.120883
679	4119.068743
680	4103.361128
681	4099.04404
682	4089.56852
683	4079.297952
684	4070.080144
685	4062.701114
686	4060.072611
687	4054.956166
688	4048.899413
689	4039.39216
690	4028.480206
691	4020.036478
692	4016.120077
693	4011.580127
694	4009.76386
695	4007.959331
696	4003.844728
697	4000.47442
698	3993.520313
699	3984.220684
700	3982.04151
701	3979.847194
702	3977.467112
703	3970.637173
704	3966.165146
705	3961.766989
706	3959.782023
707	3957.526965
708	3945.857449
709	3943.175763
710	3932.156083
711	3927.467643
712	3921.518577
713	3918.134213
714	3914.288695
715	3909.120036
716	3902.553319
717	3896.27717
718	3892.822322
719	3884.959674
720	3874.605
721	3872.090072
722	3869.465478
723	3866.6691
724	3862.88849
725	3855.676567
726	3852.651528
727	3840.083327
728	3833.551467
729	3828.72447
730	3827.221103
731	3825.996773
732	3820.924697
733	3819.247308
734	3817.679718
735	3812.595084
736	3804.717314
737	3799.721616
738	3794.885657
739	3784.452933
740	3775.864639
741	3770.221362
742	3764.857126
743	3761.505681
744	3758.437312
745	3754.526631
746	3749.640758
747	3748.215446
748	3742.483264
749	3738.04538
750	3733.449085
751	3728.670026
752	3723.65658
753	3719.170951
754	3708.407375
755	3705.849155
756	3701.827878
757	3699.244106
758	3694.063348
759	3692.854411
760	3688.770712
761	3679.055949
762	3675.798548
763	3670.068959
764	3665.796376
765	3661.739536
766	3660.424906
767	3656.41499
768	3653.531701
769	3650.91286
770	3639.816923
771	3631.454868
772	3626.97696
773	3622.815972
774	3617.624051
775	3614.178309
776	3609.138775
777	3599.067166
778	3595.712234
779	3589.085357
780	3587.338914
781	3582.513695
782	3580.338791
783	3576.53254
784	3573.749535
785	3571.750397
786	3569.462115
787	3567.334523
788	3564.205261
789	3561.217472
790	3557.996524
791	3554.432752
792	3550.270829
793	3548.231345
794	3543.467407
795	3538.862199
796	3535.073391
797	3533.066714
798	3529.470596
799	3528.457008
800	3526.211058
801	3517.685483
802	3512.069892
803	3507.515833
804	3502.269871
805	3496.467599
806	3495.588112
807	3484.109752
808	3478.170326
809	3473.674366
810	3472.709811
811	3469.650007
812	3467.940967
813	3462.241981
814	3455.10781
815	3453.386107
816	3450.416217
817	3446.377735
818	3441.654375
819	3434.391644
820	3430.366863
821	3425.424483
822	3422.547706
823	3419.895652
824	3415.37246
825	3413.766183
826	3410.319798
827	3403.115669
828	3400.113226
829	3395.142385
830	3393.487793
831	3392.242237
832	3386.019311
833	3380.96442
834	3379.40799
835	3377.939789
836	3373.152252
837	3369.706322
838	3368.363526
839	3365.462966
840	3363.078106
841	3358.066462
842	3354.421865
843	3352.892009
844	3347.805919
845	3347.042579
846	3342.781856
847	3336.248221
848	3331.4418
849	3327.20977
850	3324.523954
851	3320.885313
852	3317.206082
853	3314.722382
854	3312.196413
855	3307.632657
856	3301.403263
857	3298.99739
858	3289.837192
859	3288.023789
860	3284.389011
861	3282.269408
862	3278.014453
863	3273.58917
864	3269.995455
865	3265.463509
866	3260.122433
867	3259.068218
868	3257.062893
869	3255.665306
870	3251.246852
871	3247.609867
872	3244.130721
873	3242.181657
874	3239.915298
875	3236.668646
876	3225.519489
877	3218.290912
878	3217.612758
879	3211.621369
880	3210.416504
881	3208.353695
882	3205.755601
883	3203.530796
884	3200.337374
885	3196.637987
886	3190.84464
887	3189.28256
888	3182.765198
889	3181.59456
890	3177.058376
891	3174.372866
892	3167.466299
893	3165.209644
894	3161.056604
895	3157.812715
896	3151.64586
897	3148.380579
898	3145.371918
899	3141.411264
900	3139.575648
901	3136.209847
902	3134.55208
903	3133.528553
904	3131.009935
905	3127.896027
906	3124.477459
907	3122.199445
908	3117.369145
909	3113.271782
910	3110.040369
911	3103.890688
912	3100.275725
913	3099.154129
914	3097.315742
915	3094.068838
916	3088.693745
917	3080.767379
918	3075.988677
919	3066.712074
920	3065.472768
921	3061.03541
922	3058.364323
923	3052.02283
924	3048.194507
925	3045.60539
926	3042.715375
927	3038.020911
928	3032.782508
929	3031.017787
930	3025.791886
931	3024.097108
932	3019.730213
933	3015.821583
934	3014.025276
935	3012.428167
936	3010.98744
937	3005.962723
938	3001.3707
939	2998.824263
940	2997.030943
941	2995.647161
942	2993.292799
943	2989.384742
944	2988.304598
945	2985.768211
946	2980.655431
947	2972.639198
948	2968.914073
949	2965.977825
950	2964.296989
951	2961.016075
952	2958.684377
953	2951.458634
954	2949.769024
955	2948.097583
956	2946.030382
957	2939.645533
958	2935.739374
959	2931.19907
960	2928.203245
961	2925.195994
962	2921.081213
963	2915.922705
964	2914.300801
965	2911.471291
966	2908.702078
967	2907.163397
968	2906.204151
969	2904.377772
970	2903.072526
971	2899.064603
972	2897.666914
973	2893.172589
974	2891.382782
975	2887.869939
976	2884.622099
977	2883.2572
978	2881.903672
979	2874.800489
980	2867.787705
981	2866.083576
982	2863.38671
983	2862.048822
984	2860.2689
985	2856.438184
986	2855.604409
987	2853.564307
988	2851.634869
989	2850.196563
990	2846.845599
991	2844.473529
992	2839.58053
993	2836.894988
994	2832.663447
995	2828.916535
996	2827.523145
997	2823.339467
998	2822.153117
999	2820.666841
